Textkey,-,string,string,string,string,string,string,string,string,string,string,string,string,_
TUTORIAL_INTRO3,,"Well, it looks like a fire has broken out. Let me help you, I am Maximus Agrippa, engineering advisor.","Vaya, parece que se ha declarado un incendio. Permite que te ayude, soy Maximus Agrippa, consejero de ingeniería.",NOT_TRANSLATED,"Ого, да у вас тут пожар начался. Давайте-ка я вам помогу. Я Максим Агриппа, советник по инженерному делу.","Lassen Sie mich behilflich sein, ich bin Maximus Agrippa, Ingenieurberater.","Eh bien, il semble qu’il y ait un incendie. Laissez-moi vous aider, je suis Maximus Agrippa, conseiller technique.",看来出现火灾了。我是马克西姆斯·阿格里帕，工程顾问。让我来协助您。,どうも火事が発生したようです。私はマキシマス・アグリッパ、エンジニアリングの助言者です。,"Bem, parece que um incêndio começou. Deixe-me ajudá-lo, sou Maximus Agrippa, conselheiro de engenharia.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO4,,"I know you are a very busy person, so this will come in handy.","Sé que eres una persona muy ocupada, así que te vendrá bien esto que te voy a explicar.",NOT_TRANSLATED,"Я знаю, что у вас дел по горло, поэтому помощь лишней не будет.","Ich weiß, du bist ein viel beschäftigter Mensch, da wird das hier sehr nützlich sein.","Je sais que vous avez beaucoup à faire, alors cela va vous aider.",我了解您事务繁忙，这将对您有所帮助。,あなたはとてもお忙しい方でしょうから、これは重宝しますよ。,"Sei que você é uma pessoa muito ocupada, então isso será útil.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO5,,"You already have the necessary infrastructure, but without water the fires cannot be put out.","Ya posees la infraestructura necesaria, pero sin agua los incendios no se pueden apagar.",NOT_TRANSLATED,"Итак, вы создали необходимую инфраструктуру, но без воды пожар не потушить.","Die notwendige Infrastruktur ist bereits vorhanden, aber ohne Wasser können die Brände nicht gelöscht werden.","Vous avez déjà l’infrastructure nécessaire, mais sans eau, impossible d’éteindre les incendies.",您已经有了必要的基础设施，但没有水，火便无法扑灭。,必要なインフラはすでにあっても、水がなければ火は消せません。,"Você já tem a infraestrutura necessária, mas sem água os incêndios não podem ser apagados.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO6,,"Now that everything is in order, you should expand the size of the settlement. To do this, you will need materials. It's time to put the citizens to work.","Ahora que está todo en orden, deberias ampliar el tamaño del asentamiento. Para ello, vas a necesitar materiales. Es el momento de poner a los ciudadanos a trabajar.",NOT_TRANSLATED,"Что ж, порядок восстановлен, так что можно заняться расширением поселения. Для этого вам понадобятся стройматериалы. А это значит, что пора жителям взяться за работу.","Da nun alles in Ordnung ist, solltest du die Siedlung vergrößern. Dazu benötigt man Materialien. Es ist an der Zeit, die Bürger an die Arbeit zu schicken.","Maintenant que tout est rentré dans l’ordre, vous devez accroître la taille de la colonie. Pour cela, vous aurez besoin de matériaux. Il est temps de mettre les citoyens au travail.",现在一切就绪，可以扩大定居点的规模了。为此，您需要更多材料。是时候发动市民工作了。,これですべてが整ったので、集落の規模を拡大する必要があります。そのためには素材が必要。市民を働かせる時が来ました。,"Agora que tudo está em ordem, você deve expandir o tamanho do assentamento. Para isso, você precisará de materiais. É hora de colocar os cidadãos para trabalhar.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO7,,I am pleased to see your progress. The time has come for you to take on another crucial task for your citizens.,Me satisface ver tus progresos. Ha llegado el momento de que te hagas cargo de otra de las tareas cruciales para tus ciudadanos.,NOT_TRANSLATED,"Вы делаете успехи, приятно это видеть. Но вас и жителей вашего поселения ждёт очередная важная задача.","Ich freue mich über deine Fortschritte. Es ist an der Zeit, eine weitere wichtige Aufgabe für deine Bürger zu übernehmen.",Je suis ravi de voir que vous progressez. Il est temps d’entreprendre une autre tâche cruciale pour vos citoyens.,您的进展令人振奋。现在，您需要承担起另一个为市民服务的重要任务。,あなたの進歩を嬉しく思います。あなたの市民のために、もうひとつ重要な仕事を担っていただく時が来ました。,Fico feliz em ver seu progresso. Chegou a hora de você assumir outra tarefa crucial para seus cidadãos.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO8,,It is time for you to continue improving the city.,Es hora de que continúes mejorando la ciudad.,NOT_TRANSLATED,Вам пора продолжить улучшение города.,"Es ist an der Zeit, dass du die Stadt weiter verbesserst",Il est temps de continuer à améliorer la ville.,是时候持续改善城市了。,これからは、あなたがこの都市を改善し続けることが必要です。,É hora de continuar melhorando a cidade.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO9,,"Ave Dominus, I am Marcus Drusus, military delegate of the Senate, and I am going to supervise your actions on the map. It seems that the city is starting to develop, but it is not all about working in the settlement.","Ave Dominus, soy Marcus Drusus, delegado militar del Senado, y me voy a encargar de supervisar tus acciones en el mapa. Parece que la ciudad empieza a avanzar pero no todo es trabajar en el asentamiento.",NOT_TRANSLATED,"Аве, распорядитель! Я Марк Друз, военный представитель сената, и я буду курировать ваши действия на карте. Вижу, что город вовсю развивается, но дела внутри поселения — это ещё не всё.","Ave Dominus, ich bin Marcus Drusus, Militärdelegierter des Senats, und ich werde deine Aktivitäten auf der Karte beaufsichtigen. Es scheint, als würde sich die Stadt langsam entwickeln, aber es dreht sich nicht alles um die Arbeit in der Siedlung.","Ave Dominus, je suis Marcus Drusus, délégué militaire du Sénat, et je vais superviser vos actions sur la carte. Il semble que la ville commence à se développer, mais il ne s'agit pas seulement de travailler dans la colonie.",尊敬的执政官，我是元老院的军事代表马库斯·德鲁苏斯，我将监督您在地图上的行动。看来城市开始发展起来了，不过工作不仅限于定居点。,アヴェ・ドミナヌス、私は元老院の軍事代表マルクス・ドゥルススです。地図上でのあなたの行動を監督します。都市は発展し始めているようですが、集落での仕事だけがすべてではありません。,"Ave Dominus, sou Marcus Drusus, delegado militar do Senado, e vou supervisionar suas ações no mapa. Parece que a cidade está começando a se desenvolver, mas não é só sobre trabalhar no assentamento.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO10,,"Well, now that <color=#D1B770><b>Vettona</b></color> is connected to your settlement you can trade with them.","Bien, ahora que <color=#D1B770><b>Vettona</b></color> está conectada con tu asentamiento puedes comerciar con ellos.",NOT_TRANSLATED,"Вы наладили связи с <color=#D1B770><b>Веттоной</b></color>, и теперь ваши поселения могут начать торговлю!","Nun, da <color=#D1B770><b>Vettona</b></color> mit deiner Siedlung verbunden ist, kannst du mit ihnen handeln.","Eh bien, maintenant que <color=#D1B770><b>Vettona</b></color> est reliée à votre colonie, vous pouvez commencer le commerce avec cette ville.",好了，现在<color=#D1B770><b>维托纳</b></color>与您的定居点相连，您可以与他们进行贸易。,さて、これで<color=#D1B770><b>ヴェトナ</b></color> があなたの集落に接続され、彼らと交易ができるようになりました。,"Bem, agora que <color=#D1B770><b>Vettona</b></color> está conectada ao seu assentamento, você pode comerciar com eles.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO11,,"You seem to have mastered it. But you have to keep advancing and to do so, basic resources will not be enough.","Parece que lo tienes dominado. Pero has de seguir avanzando y, para ello, no bastará con los recursos básicos.",NOT_TRANSLATED,"Похоже, вы овладели азами. Но на достигнутом нельзя останавливаться, и потому простейших ресурсов будет недостаточно.","Es scheint, als hättest du es gemeistert. Aber es gilt, weiter voranzukommen, und dazu reichen die Grundressourcen nicht aus.",Vous semblez avoir maîtrisé ceci. Mais vous devez poursuivre sur cette voie et les ressources de base ne suffiront pas.,您似乎已经掌握了。但是，您还必须继续前进。为此，仅有基本资源是不够的。,あなたはそれを習得したようですね。しかし、あなたは進歩し続けなければならないし、そのためには基本的なリソースだけでは十分ではありません。,"Você parece ter dominado isso. Mas você deve continuar avançando e, para isso, recursos básicos não serão suficientes.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO12,,Plebeians are not the only class of citizens who can live in our city.,Los plebeyos no son la única clase de ciudadanos que pueden vivir en nuestra ciudad.,NOT_TRANSLATED,Плебеи — не единственный класс населения в нашем городе.,"Die Plebejer sind nicht die einzige Klasse von Bürgern, die in unserer Stadt leben können.",Les plébéiens ne sont pas la seule classe de citoyens à pouvoir vivre dans notre ville.,平民并不是唯一能在我们城市中生活的市民阶层。,これらの新しい建築素材を手にすれば、貴族の住宅など、よりレベルの高い建物を建設することができます。,Os plebeus não são a única classe de cidadãos que podem viver em nossa cidade.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO13,,"Patricians, as you know, are demanding.","Los patricios, como ya sabes, son exigentes.",NOT_TRANSLATED,"Как вы знаете, патриции весьма требовательны.","Patrizier sind, wie du weißt, anspruchsvoll.","Comme vous le savez, les patriciens sont exigeants.",正如您所知，贵族的要求很高。,ご存知のように、貴族は要求が多い。,"Os patrícios, como você sabe, são exigentes.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO14,,You have already seen how important it is to provide your people with certain comforts.,Ya has podido comprobar la importancia que tiene dotar a tus gentes de algunas comodidades.,NOT_TRANSLATED,"Вы уже поняли, как важно обеспечивать ваших граждан необходимыми удобствами.","Du hast bereits gesehen, wie wichtig es ist, deinen Leuten gewisse Annehmlichkeiten zu bieten.",Vous avez déjà vu à quel point il est important de fournir certains conforts à vos gens.,您已经了解到了为人民提供舒适环境的重要性。,人々に一定の快適さを提供することがいかに重要かは、すでにご存知でしょう。,Você já viu como é importante proporcionar certos confortos ao seu povo.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO15,,"Well, Dominus, I see that they have explained to you how to build a settlement and manage it, but it is time to turn your gaze to the gods. I, Publius Aelius, can advise you on how to do so.","Bueno, Dominus, veo que te han explicado cómo construir un asentamiento y gestionarlo, pero es el momento de dirigir tu mirada a los dioses. Yo, Publius Aelius, puedo aconsejarte cómo hacerlo.",NOT_TRANSLATED,"Так-так, распорядитель, вижу, вам уже объяснили, как строить поселение и управлять им. Но теперь пора обратить взор к богам, и я, Публий Элий, помогу вам своими наставлениями.","Nun, Dominus, wie ich sehe, hat man dir erklärt, wie man eine Siedlung aufbaut und verwaltet, aber es ist an der Zeit, deinen Blick auf die Götter zu richten. Ich, Publius Aelius, werde dich zu diesem Zweck beraten.","Eh bien, Dominus, je vois qu’ils vous ont expliqué comment construire et gérer une colonie, mais il est temps de nous tourner vers les dieux. Moi, Publius Aelius, peux vous conseiller dans ce domaine.",执政官他们已经向您解释了如何建造和管理定居点，现在是时候把目光转向神灵了。我，普布留斯·埃里乌斯，可以为您在此方面提供建议。,さて、ドミナヌス、集落の作り方や管理の仕方については説明を受けているようですが、そろそろ神々に目を向ける時です。私、プーブリウス・アエリウスが、その方法について助言しましょう。,"Bem, Dominus, vejo que lhe explicaram como construir um assentamento e gerenciá-lo, mas é hora de voltar seus olhos para os deuses. Eu, Publius Aelius, posso aconselhá-lo sobre como fazer isso.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TUTORIAL_INTRO16,,"It's time to take action, you have everything you need to fight the enemy.","Es el momento de pasar a la acción, ya tienes todo los necesario para combatir contra el enemigo.",NOT_TRANSLATED,"Пора перейти к решительным мерам, у вас есть всё необходимое для битвы с врагом.","Es ist an der Zeit zu handeln. Du hast alles, was du brauchst, um den Feind zu bekämpfen.","Il est temps d’agir, vous avez tout ce qu’il faut pour combattre l’ennemi.",是时候采取行动了，您拥有战斗所需的一切资源。,行動を起こす時です。敵と戦うために必要なものはすべて揃っています。,"É hora de agir, você tem tudo o que precisa para lutar contra o inimigo.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
